key,English,हिंदी,भोजपुरी,ਪੰਜਾਬੀ,मराठी,category
auto_scan_prepare_rain_0521,Prepare leaf scan quality before expected rainfall.,तैयार करें पत्ती स्कैन गुणवत्ता बारिश से पहले।,तइयार करीं पत्ता स्कैन गुणवत्ता बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा पान स्कॅन गुणवत्ता पावसापूर्वी.,synthetic_extension
auto_soil_prepare_rain_0522,Prepare soil readiness before expected rainfall.,तैयार करें मिट्टी तैयारी बारिश से पहले।,तइयार करीं माटी तैयारी बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा माती तयारी पावसापूर्वी.,synthetic_extension
auto_irrigation_prepare_rain_0523,Prepare irrigation timing before expected rainfall.,तैयार करें सिंचाई समय बारिश से पहले।,तइयार करीं सिंचाई समय बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा सिंचन वेळ पावसापूर्वी.,synthetic_extension
auto_nutrition_prepare_rain_0524,Prepare nutrient balance before expected rainfall.,तैयार करें पोषण संतुलन बारिश से पहले।,तइयार करीं पोषण संतुलन बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਪੋਸ਼ਣ ਸੰਤੁਲਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा पोषण संतुलन पावसापूर्वी.,synthetic_extension
auto_canopy_prepare_rain_0525,Prepare canopy management before expected rainfall.,तैयार करें पौध संरचना प्रबंधन बारिश से पहले।,तइयार करीं पौधा बनावट प्रबंधन बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਛਤਰੀ ਪ੍ਰਬੰਧਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा छत्र व्यवस्थापन पावसापूर्वी.,synthetic_extension
auto_community_prepare_rain_0526,Prepare community support before expected rainfall.,तैयार करें समुदाय सहायता बारिश से पहले।,तइयार करीं समुदाय सहारा बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा समुदाय मदत पावसापूर्वी.,synthetic_extension
auto_market_prepare_rain_0527,Prepare market readiness before expected rainfall.,तैयार करें बाजार तैयारी बारिश से पहले।,तइयार करीं बाजार तैयारी बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा बाजार तयारी पावसापूर्वी.,synthetic_extension
auto_expert_prepare_rain_0528,Prepare expert escalation before expected rainfall.,तैयार करें विशेषज्ञ सहायता बारिश से पहले।,तइयार करीं विशेषज्ञ मदद बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा तज्ञ सल्ला पावसापूर्वी.,synthetic_extension
auto_report_prepare_rain_0529,Prepare report generation before expected rainfall.,तैयार करें रिपोर्ट निर्माण बारिश से पहले।,तइयार करीं रिपोर्ट बनावल बरखा से पहिले।,ਤਿਆਰ ਕਰੋ ਰਿਪੋਰਟ ਤਿਆਰ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,तयार करा अहवाल निर्मिती पावसापूर्वी.,synthetic_extension
auto_weather_validate_rain_0530,Validate weather planning before expected rainfall.,सत्यापित करें मौसम योजना बारिश से पहले।,पक्का करीं मौसम योजना बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਮੌਸਮ ਯੋਜਨਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा हवामान नियोजन पावसापूर्वी.,synthetic_extension
auto_scan_validate_rain_0531,Validate leaf scan quality before expected rainfall.,सत्यापित करें पत्ती स्कैन गुणवत्ता बारिश से पहले।,पक्का करीं पत्ता स्कैन गुणवत्ता बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा पान स्कॅन गुणवत्ता पावसापूर्वी.,synthetic_extension
auto_soil_validate_rain_0532,Validate soil readiness before expected rainfall.,सत्यापित करें मिट्टी तैयारी बारिश से पहले।,पक्का करीं माटी तैयारी बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा माती तयारी पावसापूर्वी.,synthetic_extension
auto_irrigation_validate_rain_0533,Validate irrigation timing before expected rainfall.,सत्यापित करें सिंचाई समय बारिश से पहले।,पक्का करीं सिंचाई समय बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा सिंचन वेळ पावसापूर्वी.,synthetic_extension
auto_nutrition_validate_rain_0534,Validate nutrient balance before expected rainfall.,सत्यापित करें पोषण संतुलन बारिश से पहले।,पक्का करीं पोषण संतुलन बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਪੋਸ਼ਣ ਸੰਤੁਲਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा पोषण संतुलन पावसापूर्वी.,synthetic_extension
auto_canopy_validate_rain_0535,Validate canopy management before expected rainfall.,सत्यापित करें पौध संरचना प्रबंधन बारिश से पहले।,पक्का करीं पौधा बनावट प्रबंधन बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਛਤਰੀ ਪ੍ਰਬੰਧਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा छत्र व्यवस्थापन पावसापूर्वी.,synthetic_extension
auto_community_validate_rain_0536,Validate community support before expected rainfall.,सत्यापित करें समुदाय सहायता बारिश से पहले।,पक्का करीं समुदाय सहारा बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा समुदाय मदत पावसापूर्वी.,synthetic_extension
auto_market_validate_rain_0537,Validate market readiness before expected rainfall.,सत्यापित करें बाजार तैयारी बारिश से पहले।,पक्का करीं बाजार तैयारी बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा बाजार तयारी पावसापूर्वी.,synthetic_extension
auto_expert_validate_rain_0538,Validate expert escalation before expected rainfall.,सत्यापित करें विशेषज्ञ सहायता बारिश से पहले।,पक्का करीं विशेषज्ञ मदद बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा तज्ञ सल्ला पावसापूर्वी.,synthetic_extension
auto_report_validate_rain_0539,Validate report generation before expected rainfall.,सत्यापित करें रिपोर्ट निर्माण बारिश से पहले।,पक्का करीं रिपोर्ट बनावल बरखा से पहिले।,ਤਸਦੀਕ ਕਰੋ ਰਿਪੋਰਟ ਤਿਆਰ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,प्रमाणित करा अहवाल निर्मिती पावसापूर्वी.,synthetic_extension
